Tran	Gene
ENSRNOT00000056083	ENSRNOG00000037160
ENSRNOT00000056084	ENSRNOG00000037159
ENSRNOT00000056100	ENSRNOG00000037167
ENSRNOT00000056105	ENSRNOG00000018194
ENSRNOT00000056109	ENSRNOG00000011672
ENSRNOT00000056110	ENSRNOG00000014742
ENSRNOT00000056114	ENSRNOG00000037175
ENSRNOT00000056119	ENSRNOG00000037178
ENSRNOT00000056130	ENSRNOG00000027880
ENSRNOT00000056134	ENSRNOG00000037185
ENSRNOT00000056140	ENSRNOG00000037190
ENSRNOT00000056141	ENSRNOG00000020880
ENSRNOT00000056143	ENSRNOG00000037191
ENSRNOT00000056145	ENSRNOG00000020862
ENSRNOT00000056151	ENSRNOG00000015277
ENSRNOT00000056161	ENSRNOG00000020748
ENSRNOT00000056166	ENSRNOG00000020748
ENSRNOT00000056169	ENSRNOG00000013577
ENSRNOT00000056170	ENSRNOG00000010396
ENSRNOT00000056172	ENSRNOG00000042884
ENSRNOT00000056173	ENSRNOG00000019328
ENSRNOT00000056174	ENSRNOG00000037198
ENSRNOT00000056178	ENSRNOG00000021795
ENSRNOT00000056179	ENSRNOG00000021795
ENSRNOT00000056180	ENSRNOG00000037199
ENSRNOT00000056181	ENSRNOG00000021058
ENSRNOT00000056190	ENSRNOG00000037203
ENSRNOT00000056192	ENSRNOG00000037204
ENSRNOT00000056198	ENSRNOG00000010591
ENSRNOT00000056199	ENSRNOG00000020667
ENSRNOT00000056200	ENSRNOG00000037206
ENSRNOT00000056210	ENSRNOG00000046745
ENSRNOT00000056217	ENSRNOG00000037214
ENSRNOT00000056221	ENSRNOG00000007679
ENSRNOT00000056225	ENSRNOG00000025108
ENSRNOT00000056227	ENSRNOG00000043188
ENSRNOT00000056229	ENSRNOG00000011445
ENSRNOT00000056234	ENSRNOG00000009566
ENSRNOT00000056237	ENSRNOG00000021213
ENSRNOT00000056238	ENSRNOG00000037220
ENSRNOT00000056239	ENSRNOG00000037221
ENSRNOT00000056241	ENSRNOG00000037223
ENSRNOT00000056243	ENSRNOG00000037225
ENSRNOT00000056250	ENSRNOG00000037227
ENSRNOT00000056251	ENSRNOG00000037227
ENSRNOT00000056255	ENSRNOG00000037230
ENSRNOT00000056258	ENSRNOG00000037231
ENSRNOT00000056262	ENSRNOG00000021176
ENSRNOT00000056272	ENSRNOG00000014837
ENSRNOT00000056273	ENSRNOG00000037148
ENSRNOT00000056278	ENSRNOG00000037238
ENSRNOT00000056289	ENSRNOG00000023816
ENSRNOT00000056321	ENSRNOG00000050799
ENSRNOT00000056322	ENSRNOG00000042717
ENSRNOT00000056335	ENSRNOG00000037266
ENSRNOT00000056355	ENSRNOG00000037275
ENSRNOT00000056364	ENSRNOG00000020148
ENSRNOT00000056366	ENSRNOG00000011700
ENSRNOT00000056378	ENSRNOG00000032822
ENSRNOT00000056380	ENSRNOG00000021131
ENSRNOT00000056386	ENSRNOG00000037285
ENSRNOT00000056391	ENSRNOG00000037289
ENSRNOT00000056392	ENSRNOG00000005183
ENSRNOT00000056393	ENSRNOG00000011614
ENSRNOT00000056405	ENSRNOG00000004742
ENSRNOT00000056414	ENSRNOG00000023007
ENSRNOT00000056420	ENSRNOG00000037298
ENSRNOT00000056421	ENSRNOG00000037299
ENSRNOT00000056430	ENSRNOG00000015898
ENSRNOT00000056432	ENSRNOG00000037302
ENSRNOT00000056434	ENSRNOG00000011042
ENSRNOT00000056435	ENSRNOG00000037305
ENSRNOT00000056436	ENSRNOG00000020923
ENSRNOT00000056439	ENSRNOG00000011613
ENSRNOT00000056443	ENSRNOG00000037307
ENSRNOT00000056449	ENSRNOG00000037310
ENSRNOT00000056450	ENSRNOG00000042446
ENSRNOT00000056457	ENSRNOG00000033280
ENSRNOT00000056460	ENSRNOG00000019357
ENSRNOT00000056461	ENSRNOG00000054673
ENSRNOT00000056467	ENSRNOG00000049860
ENSRNOT00000056479	ENSRNOG00000009602
ENSRNOT00000056481	ENSRNOG00000009960
ENSRNOT00000056483	ENSRNOG00000009434
ENSRNOT00000056485	ENSRNOG00000023892
ENSRNOT00000056486	ENSRNOG00000050724
ENSRNOT00000056490	ENSRNOG00000037333
ENSRNOT00000056493	ENSRNOG00000009863
ENSRNOT00000056496	ENSRNOG00000037340
ENSRNOT00000056498	ENSRNOG00000037341
ENSRNOT00000056508	ENSRNOG00000009204
ENSRNOT00000056515	ENSRNOG00000043280
ENSRNOT00000056518	ENSRNOG00000037352
ENSRNOT00000056522	ENSRNOG00000037356
ENSRNOT00000056527	ENSRNOG00000008686
ENSRNOT00000056528	ENSRNOG00000037360
ENSRNOT00000056531	ENSRNOG00000008410
ENSRNOT00000056539	ENSRNOG00000037364
ENSRNOT00000056546	ENSRNOG00000037368
ENSRNOT00000056551	ENSRNOG00000037371
ENSRNOT00000056554	ENSRNOG00000007334
ENSRNOT00000056556	ENSRNOG00000037374
ENSRNOT00000056557	ENSRNOG00000037375
ENSRNOT00000056558	ENSRNOG00000037376
ENSRNOT00000056562	ENSRNOG00000014871
ENSRNOT00000056570	ENSRNOG00000005662
ENSRNOT00000056573	ENSRNOG00000042732
ENSRNOT00000056583	ENSRNOG00000037393
ENSRNOT00000056590	ENSRNOG00000022845
ENSRNOT00000056592	ENSRNOG00000015642
ENSRNOT00000056598	ENSRNOG00000037399
ENSRNOT00000056600	ENSRNOG00000037402
ENSRNOT00000056601	ENSRNOG00000046386
ENSRNOT00000056602	ENSRNOG00000037404
ENSRNOT00000056603	ENSRNOG00000037406
ENSRNOT00000056608	ENSRNOG00000037409
ENSRNOT00000056612	ENSRNOG00000024468
ENSRNOT00000056615	ENSRNOG00000037415
ENSRNOT00000056620	ENSRNOG00000037418
ENSRNOT00000056621	ENSRNOG00000047496
ENSRNOT00000056622	ENSRNOG00000004283
ENSRNOT00000056632	ENSRNOG00000037426
ENSRNOT00000056639	ENSRNOG00000037430
ENSRNOT00000056644	ENSRNOG00000037432
ENSRNOT00000056649	ENSRNOG00000037435
ENSRNOT00000056651	ENSRNOG00000010735
ENSRNOT00000056652	ENSRNOG00000020657
ENSRNOT00000056654	ENSRNOG00000037436
ENSRNOT00000056656	ENSRNOG00000037437
ENSRNOT00000056675	ENSRNOG00000037443
ENSRNOT00000056680	ENSRNOG00000037446
ENSRNOT00000056688	ENSRNOG00000037452
ENSRNOT00000056692	ENSRNOG00000037456
ENSRNOT00000056693	ENSRNOG00000037456
ENSRNOT00000056694	ENSRNOG00000037456
ENSRNOT00000056700	ENSRNOG00000027907
ENSRNOT00000056704	ENSRNOG00000030183
ENSRNOT00000056706	ENSRNOG00000037462
ENSRNOT00000056712	ENSRNOG00000037466
ENSRNOT00000056714	ENSRNOG00000037467
ENSRNOT00000056722	ENSRNOG00000037476
ENSRNOT00000056724	ENSRNOG00000019592
ENSRNOT00000056725	ENSRNOG00000037478
ENSRNOT00000056727	ENSRNOG00000008048
ENSRNOT00000056733	ENSRNOG00000037481
ENSRNOT00000056735	ENSRNOG00000037483
ENSRNOT00000056742	ENSRNOG00000037485
ENSRNOT00000056743	ENSRNOG00000037486
ENSRNOT00000056771	ENSRNOG00000037495
ENSRNOT00000056780	ENSRNOG00000037500
ENSRNOT00000056789	ENSRNOG00000020297
ENSRNOT00000056790	ENSRNOG00000037505
ENSRNOT00000056793	ENSRNOG00000025460
ENSRNOT00000056798	ENSRNOG00000037508
ENSRNOT00000056800	ENSRNOG00000037509
ENSRNOT00000056808	ENSRNOG00000037514
ENSRNOT00000056813	ENSRNOG00000003374
ENSRNOT00000056815	ENSRNOG00000037518
ENSRNOT00000056818	ENSRNOG00000011348
ENSRNOT00000056827	ENSRNOG00000037522
ENSRNOT00000056829	ENSRNOG00000037524
ENSRNOT00000056842	ENSRNOG00000019843
ENSRNOT00000056845	ENSRNOG00000034190
ENSRNOT00000056860	ENSRNOG00000015578
ENSRNOT00000056862	ENSRNOG00000019737
ENSRNOT00000056865	ENSRNOG00000000692
ENSRNOT00000056870	ENSRNOG00000037540
ENSRNOT00000056872	ENSRNOG00000015430
ENSRNOT00000056877	ENSRNOG00000037541
ENSRNOT00000056880	ENSRNOG00000014744
ENSRNOT00000056894	ENSRNOG00000037549
ENSRNOT00000056898	ENSRNOG00000037552
ENSRNOT00000056900	ENSRNOG00000046629
ENSRNOT00000056903	ENSRNOG00000014171
ENSRNOT00000056918	ENSRNOG00000037563
ENSRNOT00000056923	ENSRNOG00000018969
ENSRNOT00000056930	ENSRNOG00000027728
ENSRNOT00000056932	ENSRNOG00000037566
ENSRNOT00000056933	ENSRNOG00000020616
ENSRNOT00000056935	ENSRNOG00000037567
ENSRNOT00000056937	ENSRNOG00000010240
ENSRNOT00000056944	ENSRNOG00000005411
ENSRNOT00000056955	ENSRNOG00000023931
ENSRNOT00000056964	ENSRNOG00000024036
ENSRNOT00000056967	ENSRNOG00000022953
ENSRNOT00000056995	ENSRNOG00000033747
ENSRNOT00000056996	ENSRNOG00000021468
ENSRNOT00000056998	ENSRNOG00000019604
ENSRNOT00000057001	ENSRNOG00000008738
ENSRNOT00000057007	ENSRNOG00000047740
ENSRNOT00000057010	ENSRNOG00000037600
ENSRNOT00000057016	ENSRNOG00000037604
ENSRNOT00000057022	ENSRNOG00000023068
ENSRNOT00000057030	ENSRNOG00000037607
ENSRNOT00000057034	ENSRNOG00000020235
ENSRNOT00000057036	ENSRNOG00000001143
ENSRNOT00000057044	ENSRNOG00000037610
ENSRNOT00000057045	ENSRNOG00000023257
ENSRNOT00000057049	ENSRNOG00000008880
ENSRNOT00000057051	ENSRNOG00000004327
ENSRNOT00000057055	ENSRNOG00000010835
ENSRNOT00000057058	ENSRNOG00000009722
ENSRNOT00000057061	ENSRNOG00000037618
ENSRNOT00000057062	ENSRNOG00000016550
ENSRNOT00000057067	ENSRNOG00000037621
ENSRNOT00000057073	ENSRNOG00000019869
ENSRNOT00000057078	ENSRNOG00000000322
ENSRNOT00000057079	ENSRNOG00000037627
ENSRNOT00000057081	ENSRNOG00000037628
ENSRNOT00000057084	ENSRNOG00000023453
ENSRNOT00000057095	ENSRNOG00000009597
ENSRNOT00000057096	ENSRNOG00000037638
ENSRNOT00000057099	ENSRNOG00000030956
ENSRNOT00000057108	ENSRNOG00000004937
ENSRNOT00000057116	ENSRNOG00000037647
ENSRNOT00000057117	ENSRNOG00000051404
ENSRNOT00000057120	ENSRNOG00000042899
ENSRNOT00000057122	ENSRNOG00000019129
ENSRNOT00000057136	ENSRNOG00000007387
ENSRNOT00000057138	ENSRNOG00000037659
ENSRNOT00000057140	ENSRNOG00000037661
ENSRNOT00000057146	ENSRNOG00000004398
ENSRNOT00000057151	ENSRNOG00000007917
ENSRNOT00000057157	ENSRNOG00000037672
ENSRNOT00000057158	ENSRNOG00000037673
ENSRNOT00000057160	ENSRNOG00000045558
ENSRNOT00000057161	ENSRNOG00000014429
ENSRNOT00000057169	ENSRNOG00000037680
ENSRNOT00000057171	ENSRNOG00000006985
ENSRNOT00000057175	ENSRNOG00000000308
ENSRNOT00000057176	ENSRNOG00000014204
ENSRNOT00000057177	ENSRNOG00000018390
ENSRNOT00000057179	ENSRNOG00000046275
ENSRNOT00000057187	ENSRNOG00000037688
ENSRNOT00000057190	ENSRNOG00000037690
ENSRNOT00000057199	ENSRNOG00000005130
ENSRNOT00000057213	ENSRNOG00000020867
ENSRNOT00000057216	ENSRNOG00000037710
ENSRNOT00000057217	ENSRNOG00000037711
ENSRNOT00000057218	ENSRNOG00000000590
ENSRNOT00000057222	ENSRNOG00000011494
ENSRNOT00000057223	ENSRNOG00000037712
ENSRNOT00000057227	ENSRNOG00000000593
ENSRNOT00000057230	ENSRNOG00000037715
ENSRNOT00000057242	ENSRNOG00000037720
ENSRNOT00000057258	ENSRNOG00000048485
ENSRNOT00000057260	ENSRNOG00000050042
ENSRNOT00000057266	ENSRNOG00000031726
ENSRNOT00000057271	ENSRNOG00000048191
ENSRNOT00000057286	ENSRNOG00000010474
ENSRNOT00000057295	ENSRNOG00000006989
ENSRNOT00000057298	ENSRNOG00000037743
ENSRNOT00000057310	ENSRNOG00000037753
ENSRNOT00000057313	ENSRNOG00000000825
ENSRNOT00000057317	ENSRNOG00000037757
ENSRNOT00000057322	ENSRNOG00000037762
ENSRNOT00000057330	ENSRNOG00000018586
ENSRNOT00000057341	ENSRNOG00000023213
ENSRNOT00000057347	ENSRNOG00000024142
ENSRNOT00000057349	ENSRNOG00000031728
ENSRNOT00000057350	ENSRNOG00000037782
ENSRNOT00000057361	ENSRNOG00000033575
ENSRNOT00000057362	ENSRNOG00000010241
ENSRNOT00000057364	ENSRNOG00000000811
ENSRNOT00000057368	ENSRNOG00000037793
ENSRNOT00000057372	ENSRNOG00000037795
ENSRNOT00000057378	ENSRNOG00000037799
ENSRNOT00000057382	ENSRNOG00000046950
ENSRNOT00000057384	ENSRNOG00000046222
ENSRNOT00000057386	ENSRNOG00000016281
ENSRNOT00000057395	ENSRNOG00000002368
ENSRNOT00000057396	ENSRNOG00000037801
ENSRNOT00000057404	ENSRNOG00000004752
ENSRNOT00000057407	ENSRNOG00000008786
ENSRNOT00000057412	ENSRNOG00000046570
ENSRNOT00000057422	ENSRNOG00000000800
ENSRNOT00000057433	ENSRNOG00000037814
ENSRNOT00000057435	ENSRNOG00000037815
ENSRNOT00000057441	ENSRNOG00000016182
ENSRNOT00000057460	ENSRNOG00000037827
ENSRNOT00000057461	ENSRNOG00000023972
ENSRNOT00000057469	ENSRNOG00000012710
ENSRNOT00000057471	ENSRNOG00000007327
ENSRNOT00000057472	ENSRNOG00000014956
ENSRNOT00000057473	ENSRNOG00000009276
ENSRNOT00000057475	ENSRNOG00000045539
ENSRNOT00000057476	ENSRNOG00000000408
ENSRNOT00000057478	ENSRNOG00000037833
ENSRNOT00000057479	ENSRNOG00000037834
ENSRNOT00000057480	ENSRNOG00000037835
ENSRNOT00000057483	ENSRNOG00000037837
ENSRNOT00000057490	ENSRNOG00000043511
ENSRNOT00000057501	ENSRNOG00000007120
ENSRNOT00000057502	ENSRNOG00000037851
ENSRNOT00000057503	ENSRNOG00000037852
ENSRNOT00000057504	ENSRNOG00000037853
ENSRNOT00000057508	ENSRNOG00000054730
ENSRNOT00000057509	ENSRNOG00000029012
ENSRNOT00000057516	ENSRNOG00000037863
ENSRNOT00000057522	ENSRNOG00000030213
ENSRNOT00000057529	ENSRNOG00000037865
ENSRNOT00000057537	ENSRNOG00000037871
ENSRNOT00000057562	ENSRNOG00000003669
ENSRNOT00000057564	ENSRNOG00000037884
ENSRNOT00000057567	ENSRNOG00000037886
ENSRNOT00000057572	ENSRNOG00000031325
ENSRNOT00000057577	ENSRNOG00000037891
ENSRNOT00000057584	ENSRNOG00000037894
ENSRNOT00000057585	ENSRNOG00000014288
ENSRNOT00000057587	ENSRNOG00000005975
ENSRNOT00000057600	ENSRNOG00000030331
ENSRNOT00000057601	ENSRNOG00000004207
ENSRNOT00000057608	ENSRNOG00000004501
ENSRNOT00000057616	ENSRNOG00000037908
ENSRNOT00000057619	ENSRNOG00000042535
ENSRNOT00000057620	ENSRNOG00000028373
ENSRNOT00000057623	ENSRNOG00000037911
ENSRNOT00000057641	ENSRNOG00000018184
ENSRNOT00000057644	ENSRNOG00000037923
ENSRNOT00000057657	ENSRNOG00000028345
ENSRNOT00000057672	ENSRNOG00000015248
ENSRNOT00000057673	ENSRNOG00000019000
ENSRNOT00000057685	ENSRNOG00000005039
ENSRNOT00000057689	ENSRNOG00000060888
ENSRNOT00000057697	ENSRNOG00000023286
ENSRNOT00000057704	ENSRNOG00000027295
ENSRNOT00000057716	ENSRNOG00000001339
ENSRNOT00000057718	ENSRNOG00000037951
ENSRNOT00000057724	ENSRNOG00000009955
ENSRNOT00000057729	ENSRNOG00000009519
ENSRNOT00000057734	ENSRNOG00000049452
ENSRNOT00000057735	ENSRNOG00000037960
ENSRNOT00000057738	ENSRNOG00000018859
ENSRNOT00000057739	ENSRNOG00000017714
ENSRNOT00000057740	ENSRNOG00000019504
ENSRNOT00000057745	ENSRNOG00000008415
ENSRNOT00000057751	ENSRNOG00000037967
ENSRNOT00000057752	ENSRNOG00000000569
ENSRNOT00000057756	ENSRNOG00000003908
ENSRNOT00000057758	ENSRNOG00000005433
ENSRNOT00000057761	ENSRNOG00000046973
ENSRNOT00000057772	ENSRNOG00000037974
ENSRNOT00000057774	ENSRNOG00000037977
ENSRNOT00000057777	ENSRNOG00000002977
ENSRNOT00000057785	ENSRNOG00000037982
ENSRNOT00000057787	ENSRNOG00000046051
ENSRNOT00000057788	ENSRNOG00000001238
ENSRNOT00000057798	ENSRNOG00000002903
ENSRNOT00000057802	ENSRNOG00000033235
ENSRNOT00000057803	ENSRNOG00000026740
ENSRNOT00000057806	ENSRNOG00000037997
ENSRNOT00000057807	ENSRNOG00000037998
ENSRNOT00000057814	ENSRNOG00000038002
ENSRNOT00000057820	ENSRNOG00000038008
ENSRNOT00000057826	ENSRNOG00000008868
ENSRNOT00000057827	ENSRNOG00000017595
ENSRNOT00000057830	ENSRNOG00000038012
ENSRNOT00000057833	ENSRNOG00000006946
ENSRNOT00000057843	ENSRNOG00000008785
ENSRNOT00000057845	ENSRNOG00000012573
ENSRNOT00000057849	ENSRNOG00000027430
ENSRNOT00000057851	ENSRNOG00000016534
ENSRNOT00000057854	ENSRNOG00000038024
ENSRNOT00000057855	ENSRNOG00000038025
ENSRNOT00000057864	ENSRNOG00000002412
ENSRNOT00000057869	ENSRNOG00000006486
ENSRNOT00000057872	ENSRNOG00000000383
ENSRNOT00000057873	ENSRNOG00000038033
ENSRNOT00000057878	ENSRNOG00000030212
ENSRNOT00000057879	ENSRNOG00000021497
ENSRNOT00000057880	ENSRNOG00000045683
ENSRNOT00000057891	ENSRNOG00000038041
ENSRNOT00000057895	ENSRNOG00000038045
ENSRNOT00000057897	ENSRNOG00000030719
ENSRNOT00000057898	ENSRNOG00000038047
ENSRNOT00000057900	ENSRNOG00000026267
ENSRNOT00000057901	ENSRNOG00000038050
ENSRNOT00000057902	ENSRNOG00000001064
ENSRNOT00000057907	ENSRNOG00000038055
ENSRNOT00000057909	ENSRNOG00000043466
ENSRNOT00000057920	ENSRNOG00000038066
ENSRNOT00000057924	ENSRNOG00000038068
ENSRNOT00000057929	ENSRNOG00000005428
ENSRNOT00000057931	ENSRNOG00000038074
ENSRNOT00000057933	ENSRNOG00000038076
ENSRNOT00000057935	ENSRNOG00000038078
ENSRNOT00000057939	ENSRNOG00000000277
ENSRNOT00000057945	ENSRNOG00000019779
ENSRNOT00000057950	ENSRNOG00000000373
ENSRNOT00000057953	ENSRNOG00000002303
ENSRNOT00000057960	ENSRNOG00000038087
ENSRNOT00000057963	ENSRNOG00000038088
ENSRNOT00000057965	ENSRNOG00000013847
ENSRNOT00000057971	ENSRNOG00000050000
ENSRNOT00000057978	ENSRNOG00000014155
ENSRNOT00000057979	ENSRNOG00000038099
ENSRNOT00000057986	ENSRNOG00000038101
ENSRNOT00000057988	ENSRNOG00000038101
ENSRNOT00000057989	ENSRNOG00000038102
ENSRNOT00000057990	ENSRNOG00000050293
ENSRNOT00000057992	ENSRNOG00000000638
ENSRNOT00000058000	ENSRNOG00000038101
ENSRNOT00000058002	ENSRNOG00000038115
ENSRNOT00000058004	ENSRNOG00000038118
ENSRNOT00000058006	ENSRNOG00000038119
ENSRNOT00000058007	ENSRNOG00000010634
ENSRNOT00000058010	ENSRNOG00000038122
ENSRNOT00000058029	ENSRNOG00000013939
ENSRNOT00000058030	ENSRNOG00000038126
ENSRNOT00000058031	ENSRNOG00000038128
ENSRNOT00000058034	ENSRNOG00000038130
ENSRNOT00000058036	ENSRNOG00000007839
ENSRNOT00000058037	ENSRNOG00000038133
ENSRNOT00000058039	ENSRNOG00000061751
ENSRNOT00000058040	ENSRNOG00000017519
ENSRNOT00000058043	ENSRNOG00000001911
ENSRNOT00000058056	ENSRNOG00000038147
ENSRNOT00000058059	ENSRNOG00000038148
ENSRNOT00000058060	ENSRNOG00000042250
ENSRNOT00000058061	ENSRNOG00000038149
ENSRNOT00000058062	ENSRNOG00000038150
ENSRNOT00000058063	ENSRNOG00000038151
ENSRNOT00000058066	ENSRNOG00000048359
ENSRNOT00000058067	ENSRNOG00000027929
ENSRNOT00000058068	ENSRNOG00000027929
ENSRNOT00000058070	ENSRNOG00000023593
ENSRNOT00000058071	ENSRNOG00000038157
ENSRNOT00000058072	ENSRNOG00000012878
ENSRNOT00000058074	ENSRNOG00000018228
ENSRNOT00000058079	ENSRNOG00000010065
ENSRNOT00000058080	ENSRNOG00000026791
ENSRNOT00000058090	ENSRNOG00000009177
ENSRNOT00000058091	ENSRNOG00000048769
ENSRNOT00000058092	ENSRNOG00000001709
ENSRNOT00000058093	ENSRNOG00000038165
ENSRNOT00000058095	ENSRNOG00000038166
ENSRNOT00000058100	ENSRNOG00000038169
ENSRNOT00000058101	ENSRNOG00000029637
ENSRNOT00000058111	ENSRNOG00000013747
ENSRNOT00000058116	ENSRNOG00000038176
ENSRNOT00000058127	ENSRNOG00000038183
ENSRNOT00000058131	ENSRNOG00000038184
ENSRNOT00000058139	ENSRNOG00000038190
ENSRNOT00000058143	ENSRNOG00000007290
ENSRNOT00000058145	ENSRNOG00000038193
ENSRNOT00000058148	ENSRNOG00000009987
ENSRNOT00000058151	ENSRNOG00000000274
ENSRNOT00000058152	ENSRNOG00000038197
ENSRNOT00000058160	ENSRNOG00000038200
ENSRNOT00000058162	ENSRNOG00000012721
ENSRNOT00000058163	ENSRNOG00000042224
ENSRNOT00000058166	ENSRNOG00000011073
ENSRNOT00000058172	ENSRNOG00000038205
ENSRNOT00000058177	ENSRNOG00000038211
ENSRNOT00000058179	ENSRNOG00000038212
ENSRNOT00000058181	ENSRNOG00000008082
ENSRNOT00000058186	ENSRNOG00000038215
ENSRNOT00000058190	ENSRNOG00000038218
ENSRNOT00000058195	ENSRNOG00000007646
ENSRNOT00000058199	ENSRNOG00000038225
ENSRNOT00000058204	ENSRNOG00000038228
ENSRNOT00000058206	ENSRNOG00000001030
ENSRNOT00000058216	ENSRNOG00000038239
ENSRNOT00000058219	ENSRNOG00000038241
ENSRNOT00000058230	ENSRNOG00000038251
ENSRNOT00000058234	ENSRNOG00000001596
ENSRNOT00000058235	ENSRNOG00000038257
ENSRNOT00000058237	ENSRNOG00000038258
ENSRNOT00000058238	ENSRNOG00000038259
ENSRNOT00000058241	ENSRNOG00000021800
ENSRNOT00000058250	ENSRNOG00000031248
ENSRNOT00000058260	ENSRNOG00000053188
ENSRNOT00000058263	ENSRNOG00000038276
ENSRNOT00000058282	ENSRNOG00000061169
ENSRNOT00000058288	ENSRNOG00000042222
ENSRNOT00000058294	ENSRNOG00000038291
ENSRNOT00000058295	ENSRNOG00000016516
ENSRNOT00000058296	ENSRNOG00000016516
ENSRNOT00000058301	ENSRNOG00000038297
ENSRNOT00000058308	ENSRNOG00000003129
ENSRNOT00000058309	ENSRNOG00000038299
ENSRNOT00000058312	ENSRNOG00000021735
ENSRNOT00000058314	ENSRNOG00000038300
ENSRNOT00000058315	ENSRNOG00000007882
ENSRNOT00000058323	ENSRNOG00000048764
ENSRNOT00000058327	ENSRNOG00000003066
ENSRNOT00000058328	ENSRNOG00000038308
ENSRNOT00000058330	ENSRNOG00000017518
ENSRNOT00000058331	ENSRNOG00000054128
ENSRNOT00000058334	ENSRNOG00000026764
ENSRNOT00000058339	ENSRNOG00000011199
ENSRNOT00000058343	ENSRNOG00000029979
ENSRNOT00000058349	ENSRNOG00000005234
ENSRNOT00000058351	ENSRNOG00000038319
ENSRNOT00000058354	ENSRNOG00000038322
ENSRNOT00000058357	ENSRNOG00000046366
ENSRNOT00000058358	ENSRNOG00000059274
ENSRNOT00000058362	ENSRNOG00000038328
ENSRNOT00000058366	ENSRNOG00000038330
ENSRNOT00000058367	ENSRNOG00000038331
ENSRNOT00000058373	ENSRNOG00000038335
ENSRNOT00000058376	ENSRNOG00000038337
ENSRNOT00000058379	ENSRNOG00000042697
ENSRNOT00000058382	ENSRNOG00000017146
ENSRNOT00000058387	ENSRNOG00000024402
ENSRNOT00000058388	ENSRNOG00000045599
ENSRNOT00000058389	ENSRNOG00000049185
ENSRNOT00000058390	ENSRNOG00000038347
ENSRNOT00000058402	ENSRNOG00000038355
ENSRNOT00000058413	ENSRNOG00000038361
ENSRNOT00000058414	ENSRNOG00000006400
ENSRNOT00000058420	ENSRNOG00000038369
ENSRNOT00000058422	ENSRNOG00000038370
ENSRNOT00000058423	ENSRNOG00000038372
ENSRNOT00000058429	ENSRNOG00000008036
ENSRNOT00000058434	ENSRNOG00000030418
ENSRNOT00000058436	ENSRNOG00000038375
ENSRNOT00000058437	ENSRNOG00000038376
ENSRNOT00000058446	ENSRNOG00000059214
ENSRNOT00000058453	ENSRNOG00000002141
ENSRNOT00000058456	ENSRNOG00000038383
ENSRNOT00000058473	ENSRNOG00000038396
ENSRNOT00000058474	ENSRNOG00000038397
ENSRNOT00000058476	ENSRNOG00000038398
ENSRNOT00000058479	ENSRNOG00000030387
ENSRNOT00000058490	ENSRNOG00000008219
ENSRNOT00000058491	ENSRNOG00000032289
ENSRNOT00000058492	ENSRNOG00000038406
ENSRNOT00000058495	ENSRNOG00000025371
ENSRNOT00000058497	ENSRNOG00000046452
ENSRNOT00000058502	ENSRNOG00000038412
ENSRNOT00000058503	ENSRNOG00000038413
ENSRNOT00000058504	ENSRNOG00000061578
ENSRNOT00000058517	ENSRNOG00000038422
ENSRNOT00000058520	ENSRNOG00000006956
ENSRNOT00000058524	ENSRNOG00000009382
ENSRNOT00000058536	ENSRNOG00000006721
ENSRNOT00000058547	ENSRNOG00000038432
ENSRNOT00000058548	ENSRNOG00000015888
ENSRNOT00000058552	ENSRNOG00000038436
ENSRNOT00000058560	ENSRNOG00000002926
ENSRNOT00000058563	ENSRNOG00000027550
ENSRNOT00000058574	ENSRNOG00000038445
ENSRNOT00000058581	ENSRNOG00000038449
ENSRNOT00000058586	ENSRNOG00000023536
ENSRNOT00000058589	ENSRNOG00000026962
ENSRNOT00000058595	ENSRNOG00000038458
ENSRNOT00000058611	ENSRNOG00000042603
ENSRNOT00000058615	ENSRNOG00000022309
ENSRNOT00000058619	ENSRNOG00000002423
ENSRNOT00000058626	ENSRNOG00000023969
ENSRNOT00000058627	ENSRNOG00000038474
ENSRNOT00000058640	ENSRNOG00000038478
ENSRNOT00000058642	ENSRNOG00000038480
ENSRNOT00000058643	ENSRNOG00000038481
ENSRNOT00000058645	ENSRNOG00000018577
ENSRNOT00000058652	ENSRNOG00000018027
ENSRNOT00000058663	ENSRNOG00000016758
ENSRNOT00000058665	ENSRNOG00000012575
ENSRNOT00000058667	ENSRNOG00000013446
ENSRNOT00000058668	ENSRNOG00000038490
ENSRNOT00000058675	ENSRNOG00000038496
ENSRNOT00000058683	ENSRNOG00000038499
ENSRNOT00000058685	ENSRNOG00000032254
ENSRNOT00000058689	ENSRNOG00000003816
ENSRNOT00000058700	ENSRNOG00000030807
ENSRNOT00000058701	ENSRNOG00000038505
ENSRNOT00000058702	ENSRNOG00000047851
ENSRNOT00000058703	ENSRNOG00000005981
ENSRNOT00000058715	ENSRNOG00000014518
ENSRNOT00000058725	ENSRNOG00000000893
ENSRNOT00000058727	ENSRNOG00000010392
ENSRNOT00000058735	ENSRNOG00000005323
ENSRNOT00000058749	ENSRNOG00000038520
ENSRNOT00000058760	ENSRNOG00000028913
ENSRNOT00000058763	ENSRNOG00000024595
ENSRNOT00000058779	ENSRNOG00000012030
ENSRNOT00000058803	ENSRNOG00000003205
ENSRNOT00000058805	ENSRNOG00000015440
ENSRNOT00000058810	ENSRNOG00000038552
ENSRNOT00000058817	ENSRNOG00000026745
ENSRNOT00000058819	ENSRNOG00000038559
ENSRNOT00000058831	ENSRNOG00000038569
